Year,Netflix,Amazon Prime,Disney+,Hulu
2019,6.0,,,
2019,6.9,,,
2019,4.9,,,
2021,4.2,,,
2017,6.3,,,
2019,5.3,,,
2019,8.3,,,
2017,6.2,,,
2020,6.8,,,
2018,6.7,,,
2016,6.5,,,
2015,5.8,,,
2015,8.1,,,
2016,5.4,,,
2017,4.3,,,
2014,5.2,5.2,,
2018,5.1,,,
1984,6.5,,,
2020,5.7,,,
2015,6.2,,,
2019,5.1,,,
2019,5.7,,,
2017,6.3,,,
2018,5.8,,,
2019,6.2,,,
2016,7.9,,,
2020,5.0,,,
2017,5.6,,,
2019,4.6,,,
2017,7.0,,,
2020,7.5,,,
2011,5.2,,,
2018,7.1,,,
1986,6.1,,,
2019,8.1,,,
2019,6.8,,,
2019,7.6,,,
2018,5.4,,,
1981,8.1,,,
2014,6.7,,,
1998,6.7,,,
2017,7.0,,,
2013,6.8,,,
2012,6.9,6.9,,
2017,5.9,,,
2016,5.6,,,
2015,5.8,,,
2016,5.6,,,
2020,5.2,,,
1990,5.9,,,
2019,3.8,,,
2016,7.4,,,
2017,5.6,,,
2019,5.5,,,
2018,6.5,,,
2018,7.4,,,
2018,7.0,,,
2020,7.4,,,
2016,7.2,,,
2016,5.5,,,
2020,6.9,,,
2015,5.2,,,
2016,6.4,,,
2019,7.2,,,
2020,7.6,,,
2019,6.4,,,
2010,4.2,,,
2008,5.9,,,
2019,4.4,,,
1976,7.3,,,
2016,7.4,,,
2020,6.5,,,
2016,5.7,,,
2015,6.1,,,
2013,7.0,,,
1979,6.2,,,
2018,7.2,,,
2016,6.2,,,
2010,4.7,,,
2020,3.5,,,
2017,6.3,,,
2013,6.2,,,
2019,5.2,,,
2018,6.8,,,
2015,7.1,,,
2021,5.8,,,
2015,5.7,,,
2020,6.1,,,
2017,6.9,,,
2018,7.1,,,
2020,5.2,,,
2020,5.5,,,
1991,5.7,,,
2017,6.2,,,
2007,5.0,,,
2012,5.0,,,
2012,6.8,,,
2014,5.5,,,
2020,7.4,,,
2018,4.8,,,
2020,7.8,,,
2019,4.0,,,
2017,7.6,,,
2012,5.3,,,
2018,3.2,,,
2017,6.6,,,
2012,5.5,,,
2017,5.2,,,
2017,5.4,,,
2014,6.5,,,
2019,8.3,,,
2020,5.7,,,
2019,5.4,,,
2018,6.9,,,
2012,4.1,,,
2018,5.0,,,
2019,6.3,,,
2016,6.6,,,
2018,7.3,,,
2008,7.3,,,
2018,7.2,,,
2017,7.8,,,
2019,5.0,,,
2020,4.8,,,
2020,4.7,,,
2019,6.7,,,
2019,6.7,,,
2018,5.9,,,
2017,7.3,,,
2020,7.7,,,
2011,7.0,,,
2021,5.8,,,
2017,6.4,,,
2016,6.4,,,
2017,7.1,,,
2013,6.5,,,
2020,6.2,,,
2020,5.1,,,
2019,6.9,,,
2020,6.5,,,
2020,5.5,,,
2020,5.8,,,
2018,6.9,,,
2020,5.6,,,
1993,5.4,,,
2013,6.7,,,
2018,6.6,,,
2018,7.2,,,
2019,5.0,,,
2003,6.5,,,
1989,6.6,,,
2020,4.2,,,
2016,6.4,,,
2018,4.9,,,
2018,7.5,,,
2018,8.0,,,
2019,4.2,,,
2016,4.9,,,
2019,6.9,,,
2016,5.8,,,
2017,7.1,,,
2017,5.6,,,
2016,5.5,,,
2020,6.1,,,
2007,7.0,,,
1997,6.7,,,
2019,6.1,,,
2012,6.1,,,
2017,6.2,,,
2019,4.6,,,
2019,7.4,,,
2019,4.5,,,
2019,5.6,,,
2015,6.8,,,
2004,5.5,,,
2011,6.2,,,
2019,5.3,,,
2021,7.2,,,
2014,6.2,,,
2010,5.2,,,
2017,5.6,,,
2018,4.8,,,
2021,4.1,,,
2010,5.7,,,
2007,6.1,,,
2020,4.9,,,
2015,5.9,,,
2017,6.4,,,
1999,6.0,,,
2020,4.6,,,
2021,6.3,,,
2017,6.6,,,
2018,6.6,,,
2019,6.3,,,
2014,4.5,,,
2019,5.7,,,
1993,6.4,,,
1987,6.4,,,
2020,5.5,,,
2018,6.3,,,
2019,7.1,,,
2017,5.2,,,
2020,4.5,,,
2019,5.4,,,
2016,6.7,,,
2020,4.9,,,
2018,7.2,,,
2021,5.5,,,
2018,6.2,,,
2004,6.2,,,
2021,6.6,,,
2019,6.7,,,
1999,4.7,,,
2017,6.3,,,
1995,6.4,,,
2016,6.7,,,
2017,6.1,,,
2018,5.0,,,
2019,6.3,,,
1974,6.8,,,
2016,7.0,,,
2019,5.6,,,
2018,6.0,,,
2006,7.2,,,
2019,3.1,,,
2019,7.2,,,
2014,6.4,,,
2018,7.6,,,
2020,4.7,,,
2008,6.7,,,
2019,5.7,,,
2020,5.3,,,
2016,5.0,,,
2016,6.9,,,
1990,6.2,,,
2018,6.4,,,
2014,6.6,,,
2019,6.7,,,
2020,6.5,,,
2020,6.2,,,
2016,5.4,,,
2018,6.1,,,
2019,6.9,,,
2020,3.7,,,
2015,5.5,,,
2017,5.3,,,
2017,6.5,,,
2019,5.2,,,
2015,7.0,,,
2015,5.5,,,
2019,6.8,,,
2006,6.2,,,
2019,4.8,,,
2016,4.6,,,
2021,6.4,,,
2018,6.6,,,
1980,6.3,,,
2017,6.7,,,
2019,6.3,,,
2020,6.5,,,
2016,6.6,,,
2017,6.5,,,
2011,5.6,,,
2018,5.4,,,
2017,5.2,,,
1986,7.1,,,
2014,3.8,,,3.8
2020,5.4,,,
2019,5.0,,,
2019,5.8,,,
2018,6.6,,,
1992,6.0,6.0,,
2018,6.2,,,
1991,6.8,,,
2017,5.8,,,
2017,7.0,,,
2016,5.7,,,
2020,3.4,,,
2018,7.2,,,
2014,5.7,,,
2015,3.7,,,
2020,6.6,,,
2017,5.7,,,
2017,7.7,,,
2019,5.0,,,
1993,5.3,,,
2021,,,,
2015,6.0,,,
2021,4.7,,,
2020,5.6,,,
2011,6.5,,,
2017,5.2,,,
2019,6.6,,,
2017,4.0,,,
2019,6.5,,,
2021,6.0,,,
2019,7.1,,,
2013,5.9,,,
2020,3.7,,,
2019,6.3,,,
2017,2.9,,,
2016,5.5,,,
2011,4.7,,,
2021,5.0,,,
2018,6.2,,,
2015,3.6,,,
2019,4.8,,,
2017,4.3,,,
2020,6.7,,,
2018,5.6,,,
2018,7.2,,,
2013,6.2,,,
2019,7.4,,,
2020,5.5,,,
2020,5.5,,,
2021,7.1,,,
2015,4.7,,,
2019,5.9,,,
2020,6.3,,,
2019,5.0,,,
2021,5.1,,,
1980,8.1,,,
2013,5.8,,,
2017,6.6,,,
2009,5.0,,,
2020,7.0,,,
2019,6.3,,,
2013,6.2,,,
2016,4.7,,,
2018,5.4,,,
2018,6.5,,,
2020,6.0,,,
2016,7.7,,,
2011,7.0,,,
2019,6.0,,,
2017,6.5,,,
2019,3.8,,,
2018,5.4,,,
2020,5.0,,,
1966,6.6,,,
2015,7.3,,,
2018,8.0,,,
2019,5.6,,,
2018,3.7,,,
2013,6.1,,,
2008,4.4,,,
2020,6.0,,,
2018,7.4,,,
2020,4.8,,,
2017,6.1,,,
2019,6.7,,,
2019,5.7,,,
2019,6.6,,,
2017,5.4,,,
2013,7.7,,,
2019,4.4,,,
2021,6.4,,,
2017,5.7,,,
2017,4.8,,,
2019,4.8,,,
2018,7.1,,,
2014,6.3,,,
2020,5.3,,,
2017,6.2,,,
2010,4.7,,,
2020,3.8,,,
2019,7.2,,,
2010,5.7,,,
2020,5.7,,,
2019,5.8,,,
2019,7.1,,,
2017,6.1,,,
2021,4.0,,,
2019,7.0,,,
2015,5.7,,,
2020,6.2,,,
1991,6.8,,,
1988,6.8,,,
2013,5.4,,,
2021,5.8,,,
2019,4.3,,,
2008,4.9,,,
2012,6.0,,,
2020,6.9,,,
2013,6.2,,,
2021,7.1,,,
2014,5.2,,,
2020,7.3,,,
2019,7.0,,,
2019,5.7,,,
2019,7.1,,,
2021,3.8,,,
2020,6.7,,,
2020,7.1,,,
2018,5.1,,,
2021,6.0,,,
2012,5.0,,,
2021,7.2,,,
2020,5.8,,,
2016,4.7,,,
2018,7.0,,,
2018,6.0,,,
2018,6.5,,,
2017,6.5,,,
2020,4.1,,,
2020,5.4,,,
2018,7.1,,,
2018,4.2,,,
2017,6.9,,,
2019,6.8,,,
2018,4.5,,,
2018,5.8,,,
2009,3.6,,,
2019,7.8,,,
2020,6.9,,,
2021,6.9,,,
2018,6.8,,,
2016,5.3,,,
2020,6.4,,,
2017,5.8,,,
2020,4.8,,,
2002,7.4,,,
1971,6.0,,,
2017,5.6,,,
2018,5.1,,,
2015,7.2,,,
1975,5.7,,,
2019,5.4,,,
2012,5.4,,,
2015,6.2,,,
2019,2.8,,,
2020,6.5,,,
2004,4.9,,,
2016,6.8,,,
2020,6.5,,,
1956,6.8,,,
2018,5.2,,,
2015,5.8,,,
2018,6.3,,,
2018,5.9,5.9,,
2016,7.2,,,
2018,6.5,,,
1969,7.1,,,
2020,5.6,,,
2016,5.2,,,
2007,4.4,,,
2018,5.6,,,
2012,6.7,,,
2008,6.1,,,
2009,4.8,,,
2017,6.0,,,
2015,5.7,,,
2019,4.7,,,
2018,6.6,,,
2020,,,,
2014,5.0,,,
2018,3.6,,,
2010,5.6,,,
2020,6.7,,,
1991,7.4,,,
2014,6.8,6.8,,
2019,6.4,,,
2015,4.9,,,
2015,5.2,,,
2019,6.3,,,
2019,2.8,,,
2018,4.4,,,
2019,6.1,,,
2019,5.8,,,
2004,4.7,,,
2020,3.6,,,
2020,5.2,,,
2018,5.4,,,
2018,5.4,,,
2020,6.9,,,
2015,5.2,,,
2020,4.4,,,
2017,6.6,,,
2019,7.2,,,
2018,7.3,,,
2017,6.4,6.4,,
2003,7.8,,,
2021,5.6,,,
2019,2.6,,,
2019,5.8,,,
2017,7.1,,,
2020,,,,
2020,5.5,,,
2019,4.4,,,
2013,4.4,,,
2012,5.9,,,
2021,7.4,,,
2020,4.9,,,
1992,5.5,,,
2020,5.5,,,
2020,,,,
2020,4.9,,,
2019,5.5,,,
2016,6.2,,,
2017,4.8,,,
1994,3.7,,,
2018,6.0,,,
2010,6.4,,,
2017,6.8,,,
2021,4.5,,,
2021,4.5,,,
2015,4.8,,,
2020,3.0,,,
2016,6.0,,,
2008,6.6,,,
2019,6.0,,,
2018,7.4,,,
2019,5.2,,,
2005,5.3,,,
2020,3.0,,,
2019,6.0,,,
1988,5.8,,,
2020,2.5,,,
2019,3.4,,,
2017,,,,
2017,5.7,,,
2019,3.6,,,
2016,5.6,,,
2020,6.1,,,
2018,6.2,,,
2018,5.5,,,
2018,6.8,,,
2016,6.8,,,
2021,5.3,,,
2016,6.6,,,
2019,2.5,,,
2018,5.7,,,
2008,6.5,,,
2020,6.3,,,
2017,5.1,,,
1985,,,,
2020,3.2,,,
2005,5.1,,,
2014,5.8,,,
2010,5.7,,,
2021,5.9,,,
2012,5.3,,,
2019,5.4,,,
2017,6.5,,,
2018,6.3,,,
2019,5.2,,,
2011,6.2,,,
2019,5.5,,,
2018,5.4,,,
2018,7.8,,,
2019,8.2,,,
2014,4.8,,,
2019,6.3,,,
2019,4.3,,,
2016,5.9,,,
2019,6.4,,,
2008,5.2,,,
2020,7.3,,,
2017,6.9,,,
2017,6.5,,,
2018,5.3,,,
2019,7.0,,,
2020,6.3,,,
2017,,,,
2017,2.1,,,
2018,6.4,,,
2017,5.4,,,
2015,4.5,,,
2014,6.1,,,
2020,6.2,,,
2019,5.5,5.5,,
2019,5.9,,,
2018,5.2,,,
2020,4.1,,,
2019,7.1,,,
2002,6.5,,,
2012,5.7,,,
2015,5.0,,,
2021,6.8,,,
1990,5.6,,,
2009,4.5,,,
1985,5.5,,,
2016,4.5,,,
2014,5.7,,,
1986,6.2,,,
2018,4.6,,,
2001,5.8,,,
2018,6.3,,,
2015,6.8,,,
2020,6.5,,,
2018,6.5,,,
2019,7.4,,,
2018,4.8,,,
2019,4.3,,,
2020,6.2,,,
2020,5.6,,,
2020,7.4,,,
2019,5.8,,,
2016,4.9,,,
2017,6.1,,,
2011,4.0,,,
2019,6.4,,,
2017,5.2,,,
2019,3.5,,,
2018,5.3,,,
2019,4.8,,,
2020,6.6,,,
1984,5.4,,,
2020,6.6,,,
2018,5.3,,,
2018,7.4,,,
2008,6.4,6.4,,
2018,5.8,,,
2013,6.7,,,
2016,5.3,,,
2017,4.8,,,
2018,6.5,,,
2016,4.3,,,
1973,6.3,,,
2016,5.0,,,
2013,6.0,,,
2016,6.0,,,
2018,6.4,,,
2016,6.1,,,
2017,4.2,,,
2018,7.5,,,
2020,5.8,,,
2020,6.8,,,
2019,5.2,,,
2020,5.8,,,
2003,7.2,,,
2018,5.8,,,
2018,7.4,,,
2017,6.1,,,
2015,5.9,,,
2016,5.6,,,
2019,5.4,,,
2017,4.6,,,
2020,5.8,,,
2018,5.6,,,
2018,6.7,,,
2020,6.6,,,
1975,6.7,,,
2018,4.2,,,
2013,7.2,,,
2013,6.5,,,
2018,6.1,,,
2018,5.8,,,
1986,5.0,,,
2017,4.0,,,
2018,4.0,,,
2019,5.0,,,
2009,6.4,,,
2019,8.1,,,
2014,6.9,,,
2009,2.9,,,
2018,6.3,,,
2021,5.7,,,
2019,6.0,,,
2019,3.1,,,
2020,5.9,,,
2013,4.5,,,
2012,3.1,,,
2013,5.6,,,
2014,6.6,6.6,,
2018,5.7,,,
2019,2.6,,,
2020,4.7,,,
2019,,,,
2018,5.9,,,
2019,7.1,,,
2018,5.1,,,
2018,7.0,,,
2019,6.0,,,
2014,5.8,,,
2016,5.1,,,
2015,6.1,,,
2020,4.0,,,
2017,6.0,,,
1988,7.3,,,
2020,6.1,,,
2017,4.4,,,
2020,6.1,,,
2018,6.5,,,
2012,6.1,,,
2019,5.6,,,
2019,3.2,,,
2020,,,,
2017,3.6,,,
2017,4.6,,,
2014,7.1,,,
2017,6.2,,,
2019,4.4,,,
2016,6.6,6.6,,
2019,4.2,,,
2020,5.4,,,
2020,4.8,,,
2019,7.1,,,
2018,6.5,,,
2016,7.1,,,
2012,6.3,,,
2013,6.7,,,
1993,6.2,,,
2019,5.8,,,
2018,5.7,,,
2019,6.4,,,
2020,5.0,,,
2019,7.1,,,
1983,5.9,,,
2017,6.7,,,
2019,5.7,,,
2019,6.8,,,
2020,6.8,,,
2015,6.1,,,
2018,4.4,,,
2019,4.3,,,
2019,3.9,,,
2021,4.1,,,
1996,4.7,,,
2017,6.5,,,
2012,6.0,,,
2014,4.6,,,
2015,5.7,,,
2016,5.9,,,
2014,4.2,,,
2018,3.4,,,
2016,5.4,,,
1960,6.5,,,
2019,6.4,,,
2019,4.5,,,
2018,6.6,,,
2017,7.0,,,
2019,,,,
2014,5.6,,,
2017,6.4,,,
2018,7.4,,,
2020,3.7,,,
2001,6.4,,,
1959,6.7,,,
2018,4.8,,,
2014,4.1,,,
2005,6.3,,,
2019,6.7,,,
2012,2.4,2.4,,
2018,7.7,,,
2004,5.4,,,
2019,5.3,,,
2020,6.3,,,
2018,5.6,,,
2017,6.4,,,
1964,7.8,,,
2017,5.1,,,
2019,5.6,,,
2018,3.0,,,
2014,4.8,,,
2018,6.7,,,
2019,7.7,,,
2018,6.0,,,
2009,4.8,,,
2011,5.3,,,
2017,6.5,,,
2020,4.1,,,
2017,6.0,,,
2012,6.3,,,
2018,6.4,,,
2012,6.1,,,
2019,7.2,,,
2019,5.4,,,
2017,4.5,,,
2015,,,,
2017,,,,
2019,,,,
2020,6.0,,,
2013,5.1,,,
2021,7.2,,,
1989,5.3,,,
2012,4.4,,,
2018,6.1,,,
2016,5.1,,,
1991,5.9,,,
2009,4.6,,,
2015,4.4,,,
2019,7.3,,,
2009,5.6,,,
2019,6.6,,,
2018,5.4,,,
2009,6.2,,,
2016,5.5,,,
2015,5.6,,,
2016,6.1,,,
1991,5.7,,,
2018,,,,
2016,,,,
2020,,,,
2020,,,,
2020,6.3,,,
2019,7.1,7.1,,
2018,6.1,,,
2017,6.2,,,
2019,5.5,,,
2019,,,,
2020,6.5,,,
2021,2.0,,,
2021,5.9,,,
2017,4.4,,,
2020,7.3,,,
2019,4.8,,,
2020,6.7,,,
2020,6.6,,,
2013,5.2,,,
2019,5.9,,,
2020,5.4,,,
2018,6.1,,,
2016,5.8,,,
2009,5.6,,,
2009,4.2,,,
2020,6.8,,,
2019,5.5,,,
2011,4.9,,,
2018,6.9,,,
2018,6.6,,,
2020,5.8,,,
2020,4.3,,,
2017,6.3,,,
2015,3.1,,,
2017,5.3,,,
2008,6.5,,,
2007,5.3,,,
1984,5.4,,,
2017,4.9,,,
2010,5.8,,,
2020,3.6,,,
2019,6.6,,,
2019,,,,
2020,,,,
2016,,,,
2020,5.3,,,
2018,5.6,,,
2017,5.7,,,
1987,4.8,,,
2018,4.7,,,
2016,6.6,,,
2009,5.3,,,
2019,7.0,,,
2017,5.5,,,
2020,4.4,4.4,,
2020,7.0,,,
2019,,,,
2018,7.0,,,
2017,6.7,,,
2021,4.3,,,
2015,6.5,,,
2020,3.4,,,
2016,6.4,,,
2018,4.8,,,
2017,6.5,,,
2015,6.4,,,
2018,2.2,,,
2020,6.0,,,
2018,4.9,,,
2015,4.5,,,
2005,5.7,,,
2018,6.5,,,
2018,4.7,,,
2016,6.4,,,
2010,6.3,,,
2016,6.8,,,
1982,6.5,,,
2017,7.0,,,
2018,5.5,,,
2019,4.5,,,
2010,4.4,,,4.4
2017,5.1,,,
2012,5.9,,,
2019,7.3,,,
2020,6.1,,,
2018,7.1,,,
2019,,,,
2002,6.0,,,
2016,6.4,,,
2016,5.1,,,
2019,5.9,,,
2017,6.5,,,
2016,6.2,,,
2014,5.2,,,
2012,3.7,,,
2020,3.6,,,
2018,6.6,,,
2019,5.5,,,
2018,4.8,,,
2018,5.7,,,
2018,7.4,,,
2020,3.8,,,
2020,6.4,,,
2017,6.7,,,
2017,3.2,,,
2016,6.2,,,
2019,,,,
2018,5.9,,,
2012,5.3,,,
2018,4.5,,,
2020,6.0,,,
2020,5.4,,,
2018,4.7,,,
2011,6.2,,,
2011,,,,
2007,3.4,,,
2018,4.3,,,
2019,6.5,,,
2020,2.6,,,
2017,5.4,,,
2018,5.0,,,
2017,4.1,,,
2020,5.7,,,
2016,5.5,,,
2017,5.1,,,
2019,2.0,,,
2019,3.3,,,
2020,,,,
2003,5.2,,,
2016,6.2,,,
2017,4.7,,,
2018,,,,
2016,3.8,,,
2019,6.0,,,
2006,3.1,,,
2015,5.0,,,
1991,6.8,,,
1979,5.8,,,
2019,3.4,,,
2013,5.0,,,
2020,2.8,,,
2015,5.4,,,
2013,6.6,,,
2018,5.1,,,
2016,5.2,,,
2012,5.4,,,
2011,6.4,,,
2017,5.0,,,
2017,7.4,,,
2016,,,,
2006,5.2,,,
2020,6.9,,,
2013,7.2,,,
2019,5.1,,,
2017,4.4,,,
2013,6.6,,,
2020,5.3,,,
2019,,,,
2016,2.7,,,
2017,4.7,,,
2019,5.2,,,
2019,6.3,,,
2010,6.3,6.3,,
2017,7.4,,,
2018,6.8,,,
2020,7.4,,,
2019,5.9,,,
2019,4.9,,,
2019,5.3,,,
2017,6.5,,,
2017,3.1,,,
2018,5.4,,,
2016,6.4,,,
2019,5.7,,,
2017,6.8,,,
2008,3.7,,,
2019,6.1,,,
2018,4.2,,,
2020,7.1,,,
2019,4.8,,,
2019,4.3,,,
2019,4.2,,,
1998,6.2,,,
2019,6.6,,,
2020,2.7,,,
2016,4.2,,,
2013,7.1,,,
2012,4.6,,,
2018,4.9,,,
2019,6.2,,,
2019,5.5,,,
2020,4.6,,,
2019,4.4,,,
2018,3.9,,,
2017,6.8,,,
2016,5.8,,,
2018,6.0,,,
2017,6.0,,,
2015,6.2,,,
2019,5.1,,,
2018,6.1,,,
2018,6.6,,,
2019,,,,
2019,,,,
2019,4.8,,,
2014,5.6,,,
2019,5.2,,,
2014,4.8,,,
2020,4.8,,,
2017,5.9,,,
2019,7.3,,,
2017,7.2,,,
2020,4.7,,,
2020,5.9,,,
2016,6.0,,,
2019,5.6,,,
2014,5.5,,,
2018,4.6,,,
2019,2.7,,,
2019,5.8,,,
2002,5.5,,,
2016,5.5,,,
2016,3.7,,,
2019,5.5,,,
2013,2.9,,,
2019,6.8,,,
2018,3.3,,,
2020,3.9,,,
2013,3.2,,,
2017,5.0,,,
2006,5.6,,,
2004,7.2,,,
2015,7.2,,,
2019,4.9,,,
2018,3.6,,,
2020,4.5,,,
2015,4.9,,,
2016,5.8,,,
2020,,,,
2019,5.1,,,
2021,4.7,,,
2019,,,,
2018,5.8,,,
2019,5.4,,,
2019,6.0,,,
2016,4.3,,,
2017,4.6,,,
2018,6.3,,,
2018,7.1,,,
2019,6.9,,,
2009,5.2,,,
2018,6.1,,,
2016,1.5,,,
2018,5.2,,,
2019,6.5,,,
2019,7.2,,,
2018,4.8,,,
2013,6.9,,,
2017,4.4,,,
2018,,,,
2020,5.8,,,
2019,5.2,,,
2019,7.2,,,
2020,5.0,,,
2019,1.8,,,
2020,4.8,,,
2017,4.8,,,
2015,6.9,,,
2017,5.3,,,
1973,5.2,,,
2019,5.2,,,
2016,6.2,,,
2012,6.8,,,
2006,6.0,,,
2019,5.9,,,
2017,5.1,,,
2019,4.4,,,
2018,4.3,,,
2018,6.0,,,
2018,,,,
2018,4.9,,,
2020,6.1,,,
2020,5.3,,,
2012,5.0,,,
2018,6.3,,,
2013,5.4,,,
2020,4.7,,,
2016,4.5,,,
2012,6.3,,,
2019,6.5,,,
2017,5.7,,,
2019,5.2,,,
2014,3.6,,,
2018,4.6,,,
2016,,,,
2018,5.0,,,
2018,4.0,,,
2018,6.4,,,
2016,2.8,,,
2009,3.5,,,
2015,3.7,,,
2020,5.9,,,
2020,5.0,,,
1978,4.5,,,
2019,5.7,,,
2019,6.9,,,
2013,5.0,,,
2014,,,,
2001,5.3,,,
2018,4.5,,,
2017,4.0,,,
2016,5.8,,,
2020,,,,
2017,4.8,,,
2016,5.9,,,
2015,5.1,,,
2017,5.1,,,
2010,5.7,,,
2016,6.7,,,
2018,6.6,,,
2014,6.5,,,
1983,6.5,,,
2019,4.5,,,
2016,5.5,,,
2019,6.7,,,
2017,5.9,,,
2019,5.1,,,
2010,7.0,,,
2019,6.2,,,
2016,5.8,,,
2014,5.0,,,
2017,2.2,,,
2020,,,,
2017,5.7,,,
2016,5.9,,,
2017,4.9,,,
1995,4.2,,,
2011,4.9,,,
2017,6.3,,,
2017,3.9,,,
2020,5.7,,,
2018,3.8,,,
2015,4.9,,,
2016,6.5,,,
2020,4.7,,,
2018,4.2,,,
2021,3.8,,,
2013,1.7,,,
2018,5.0,,,
2019,5.9,,,
2018,5.0,,,
2019,3.8,,,
2017,5.3,,,
2020,6.1,,,
2018,5.3,,,
2014,4.5,,,
2018,6.1,,,
2017,4.3,,,
1981,5.4,,,
2013,5.7,,,
2016,4.2,,,
2014,5.3,,,
2020,7.1,,,
2018,3.8,,,
2013,6.5,,,
2020,3.3,,,
1976,4.6,,,
2016,4.2,,,
2018,5.6,,,
2019,4.4,,,
2018,5.7,,,
2019,6.6,,,
2015,5.4,,,
2020,6.3,,,
2020,3.3,,,
2018,4.6,,,
2016,2.1,,,
2018,4.0,,,
2017,5.0,,,
2020,5.8,,,
2015,4.8,,,
2013,2.2,,,
2013,4.9,,,
2019,3.6,,,
2018,6.3,,,
2018,4.1,,,
2018,3.8,,,
2017,5.4,,,
2014,6.5,,,
2020,3.1,,,
2019,4.6,,,
2018,4.8,,,
2014,3.8,,,
2018,5.0,,,
2019,4.9,,,
2018,5.2,,,
2019,4.4,,,
2012,4.6,,,
2017,3.7,,,
2017,3.8,,,
2007,4.2,,,
2016,5.2,,,
2019,2.5,,,
2019,2.0,,,
2021,,,,
2021,5.9,,,
2021,,,,
2021,,,,
2020,,,,
2020,,,,
2021,,,,
2021,,,,
2017,,,,
2020,,,,
2016,,,,
1984,,,,
2020,,,,
2020,,,,
2018,,,,
2018,,,,
2017,,,,
2018,,,,
2018,,,,
2020,,,,
2009,,,,
2017,,,,
2017,,,,
2016,,,,
2019,,,,
2018,,,,
2018,,,,
2016,,,,
2021,,,,
2020,,,,
2012,,,,
2016,,,,
2017,,,,
2019,,,,
2019,,,,
2017,,,,
1984,,,,
2017,,,,
2020,,,,
2019,,,,
2010,,,,
2020,,,,
2018,,,,
2019,,,,
2000,,,,
2019,,,,
2016,,,,
2018,,,,
2016,,,,
2020,,,,
2017,,,,
2016,,,,
2016,,,,
2019,,,,
1982,,,,
2019,,,,
2020,,,,
2019,,,,
2020,,,,
2020,,,,
2019,,,,
1996,,,,
2017,,,,
2018,,,,
